ip,is_private,total_attempts,session_duration,attempts_per_second,is_single_event,total_failures,total_successes,failure_ratio,unique_users_count,unique_users_ratio,has_root_attempt,has_valid_user_attempt,max_failure_streak,invalid_user_attempts,has_reverse_mapping_failed,ts_first,ts_last,class
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702398733,1702398740,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702401735,1702401742,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702404729,1702404736,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702407668,1702407675,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702410595,1702410602,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702413521,1702413529,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702416435,1702416442,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702419381,1702419388,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702422309,1702422317,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702425235,1702425242,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702428153,1702428160,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702431085,1702431093,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702434023,1702434031,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702436977,1702436985,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702439942,1702439949,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702442945,1702442952,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702445910,1702445918,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702448884,1702448891,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702451864,1702451871,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702454845,1702454852,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702460314,1702460321,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702466782,1702466789,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702469737,1702469744,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702472721,1702472728,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702475688,1702475696,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702478657,1702478663,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702481634,1702481642,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702484627,1702484634,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702487598,1702487605,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702490546,1702490553,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702493503,1702493510,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702496453,1702496460,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702499398,1702499404,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702502341,1702502349,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702525603,1702525609,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702528558,1702528565,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702531526,1702531533,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702534489,1702534497,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702537450,1702537456,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702540431,1702540439,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702543408,1702543415,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702546379,1702546386,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702549347,1702549354,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702553990,1702553997,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702556963,1702556970,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702559958,1702559966,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702562938,1702562945,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702568882,1702568888,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702571840,1702571847,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702574863,1702574870,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702577819,1702577826,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702580768,1702580775,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702583707,1702583714,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702586658,1702586665,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702589025,1702589032,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702591965,1702591971,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702594901,1702594908,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702597833,1702597840,1
52.80.34.196,0,2,8,0.222222,0,2,0,1.0,1,0.5,0,0,2,2,0,1702605251,1702605259,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702608214,1702608221,1
52.80.34.196,0,2,6,0.285714,0,2,0,1.0,1,0.5,0,0,2,2,0,1702611191,1702611197,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702687681,1702687688,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702690632,1702690639,1
52.80.34.196,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702693588,1702693595,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702167102,1702167104,1
202.100.179.208,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702180507,1702180510,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702193933,1702193935,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702207352,1702207354,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702220793,1702220795,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702234230,1702234232,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702247637,1702247639,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702269897,1702269899,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702283533,1702283534,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702297180,1702297182,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702310850,1702310852,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702324496,1702324497,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702338130,1702338131,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702351776,1702351777,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702365451,1702365453,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702379130,1702379132,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702392812,1702392814,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702406585,1702406587,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702420250,1702420251,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702433933,1702433935,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702447636,1702447638,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702459127,1702459129,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702471112,1702471114,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702483128,1702483130,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702495126,1702495128,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702507120,1702507122,1
202.100.179.208,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702519123,1702519124,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702531136,1702531138,1
202.100.179.208,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702543164,1702543166,1
5.36.59.76,0,2,13,0.142857,0,2,0,1.0,1,0.5,1,0,2,2,0,1702167223,1702167236,1
112.95.230.3,0,28,59,0.466667,0,28,0,1.0,3,0.107143,1,0,28,28,0,1702168072,1702168131,3
123.235.32.19,0,7,116,0.059829,0,7,0,1.0,1,0.142857,1,0,7,7,0,1702168347,1702168463,3
123.235.32.19,0,25,261,0.09542,0,25,0,1.0,1,0.04,1,0,25,25,0,1702181727,1702181988,3
123.235.32.19,0,29,97,0.295918,0,29,0,1.0,1,0.034483,1,0,29,29,0,1702212082,1702212179,3
123.235.32.19,0,10,27,0.357143,0,10,0,1.0,1,0.1,1,0,10,10,0,1702224249,1702224276,3
123.235.32.19,0,17,46,0.361702,0,17,0,1.0,1,0.058824,1,0,17,17,0,1702234212,1702234258,3
123.235.32.19,0,71,422,0.167849,0,71,0,1.0,1,0.014085,1,0,71,71,0,1702253118,1702253540,3
123.235.32.19,0,2,12,0.153846,0,2,0,1.0,1,0.5,1,0,2,2,0,1702330715,1702330727,1
123.235.32.19,0,32,388,0.082262,0,32,0,1.0,1,0.03125,1,0,32,32,0,1702332059,1702332447,3
123.235.32.19,0,30,87,0.340909,0,30,0,1.0,1,0.033333,1,0,30,30,0,1702345516,1702345603,3
123.235.32.19,0,32,325,0.09816,0,32,0,1.0,1,0.03125,1,0,32,32,0,1702371169,1702371494,3
123.235.32.19,0,36,215,0.166667,0,36,0,1.0,1,0.027778,1,0,36,36,0,1702512451,1702512666,3
123.235.32.19,0,9,330,0.02719,0,9,0,1.0,1,0.111111,1,0,9,9,0,1702609076,1702609406,3
123.235.32.19,0,16,70,0.225352,0,16,0,1.0,1,0.0625,1,0,16,16,0,1702613995,1702614065,3
123.235.32.19,0,13,39,0.325,0,13,0,1.0,1,0.076923,1,0,13,13,0,1702627833,1702627872,3
123.235.32.19,0,9,26,0.333333,0,9,0,1.0,1,0.111111,1,0,9,9,0,1702886825,1702886851,3
123.235.32.19,0,2,252,0.007905,0,2,0,1.0,1,0.5,1,0,2,2,0,1702933110,1702933362,1
123.235.32.19,0,10,90,0.10989,0,10,0,1.0,1,0.1,1,0,10,10,0,1703164973,1703165063,3
123.235.32.19,0,37,127,0.289062,0,37,0,1.0,1,0.027027,1,0,37,37,0,1704050328,1704050455,3
123.235.32.19,0,20,60,0.327869,0,20,0,1.0,1,0.05,1,0,20,20,0,1704097952,1704098012,3
123.235.32.19,0,33,121,0.270492,0,33,0,1.0,1,0.030303,1,0,33,33,0,1704104935,1704105056,3
123.235.32.19,0,22,71,0.305556,0,22,0,1.0,1,0.045455,1,0,22,22,0,1704147066,1704147137,3
123.235.32.19,0,31,79,0.3875,0,31,0,1.0,1,0.032258,1,0,31,31,0,1704262033,1704262112,3
123.235.32.19,0,51,284,0.178947,0,51,0,1.0,1,0.019608,1,0,51,51,0,1704281107,1704281391,3
123.235.32.19,0,26,83,0.309524,0,26,0,1.0,1,0.038462,1,0,26,26,0,1704421800,1704421883,3
123.235.32.19,0,23,76,0.298701,0,23,0,1.0,1,0.043478,1,0,23,23,0,1704476948,1704477024,3
123.235.32.19,0,86,301,0.284768,0,86,0,1.0,1,0.011628,1,0,86,86,0,1704532186,1704532487,3
123.235.32.19,0,25,76,0.324675,0,25,0,1.0,1,0.04,1,0,25,25,0,1704583311,1704583387,3
123.235.32.19,0,34,107,0.314815,0,34,0,1.0,1,0.029412,1,0,34,34,0,1704597173,1704597280,3
123.235.32.19,0,41,82,0.493976,0,41,0,1.0,1,0.02439,1,0,41,41,0,1704601782,1704601864,3
123.235.32.19,0,5,161,0.030864,0,5,0,1.0,1,0.2,1,0,5,5,0,1704604853,1704605014,1
123.235.32.19,0,65,206,0.31401,0,65,0,1.0,1,0.015385,1,0,65,65,0,1704609290,1704609496,3
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702168969,1702168971,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702179147,1702179150,1
183.136.162.51,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702189362,1702189363,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702199584,1702199586,1
183.136.162.51,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702209842,1702209843,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702220107,1702220109,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702230373,1702230375,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702240566,1702240568,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702266581,1702266583,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702276823,1702276825,1
183.136.162.51,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702287042,1702287043,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702297268,1702297270,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702307566,1702307569,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702317803,1702317806,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702328022,1702328024,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702338214,1702338216,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702348419,1702348421,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702358640,1702358642,1
183.136.162.51,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702368871,1702368872,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702379095,1702379098,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702389381,1702389383,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702399700,1702399702,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702409943,1702409945,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702429255,1702429257,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702439483,1702439485,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702449747,1702449749,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702459992,1702459994,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702470269,1702470271,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702480648,1702480650,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702490981,1702490983,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702552125,1702552128,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702562413,1702562415,1
183.136.162.51,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702572699,1702572701,1
183.136.162.51,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702582981,1702582982,1
183.136.162.51,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702593763,1702593766,1
