is_private,session_duration,attempts_per_second,is_single_event,failure_ratio,unique_users_ratio,has_root_attempt,has_valid_user_attempt,max_failure_streak,invalid_user_attempts,has_reverse_mapping_failed
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.1972245773362196,0.2006705136439528,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.9459101490553132,0.2513142060586592,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.0794415416798357,0.22314355131420976,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,2.6390573296152584,0.1335312676245148,0,1.0,0.5,1,0,1.0986122886681098,1.0986122886681098,0
0,4.0943445622221,0.3829924795288073,0,1.0,0.107143,1,0,3.367295829986474,3.367295829986474,0
0,4.762173934797756,0.05810757435566625,0,1.0,0.142857,1,0,2.0794415416798357,2.0794415416798357,0
0,5.568344503761097,0.09113785137133684,0,1.0,0.04,1,0,3.258096538021482,3.258096538021482,0
0,4.584967478670572,0.25921932432341227,0,1.0,0.034483,1,0,3.4011973816621555,3.4011973816621555,0
0,3.332204510175204,0.3053817548143342,0,1.0,0.1,1,0,2.3978952727983707,2.3978952727983707,0
0,3.8501476017100584,0.3087353878996089,0,1.0,0.058824,1,0,2.8903717578961645,2.8903717578961645,0
0,6.0473721790462776,0.15516359522663176,0,1.0,0.014085,1,0,4.276666119016055,4.276666119016055,0
0,2.5649493574615367,0.14310071030733112,0,1.0,0.5,1,0,1.0986122886681098,1.0986122886681098,0
0,5.963579343618446,0.07905329528956936,0,1.0,0.03125,1,0,3.4965075614664802,3.4965075614664802,0
0,4.477336814478207,0.2933477421908458,0,1.0,0.033333,1,0,3.4339872044851463,3.4339872044851463,0
0,5.786897381366708,0.09363605196126709,0,1.0,0.03125,1,0,3.4965075614664802,3.4965075614664802,0
0,5.375278407684165,0.1541509655415032,0,1.0,0.027778,1,0,3.6109179126442243,3.6109179126442243,0
0,5.802118375377063,0.02682691870368007,0,1.0,0.111111,1,0,2.302585092994046,2.302585092994046,0
0,4.2626798770413155,0.20322814965924108,0,1.0,0.0625,1,0,2.833213344056216,2.833213344056216,0
0,3.6888794541139363,0.28141245943818555,0,1.0,0.076923,1,0,2.6390573296152584,2.6390573296152584,0
0,3.295836866004329,0.28768182245174967,0,1.0,0.111111,1,0,2.302585092994046,2.302585092994046,0
0,5.53338948872752,0.007873919175994532,0,1.0,0.5,1,0,1.0986122886681098,1.0986122886681098,0
0,4.51085950651685,0.10426091131450352,0,1.0,0.1,1,0,2.3978952727983707,2.3978952727983707,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,0.6931471805599453,0.6931471805599453,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.0986122886681098,0.5108258237659707,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
0,1.3862943611198906,0.4054651081081644,0,1.0,0.5,0,0,1.0986122886681098,1.0986122886681098,0
